,subject,relation,object,subject_type,object_type
281,emerging economies,developing,extensive supply chains,NOUN_CHUNK,NOUN_CHUNK
282,households,own,consumption,NOUN_CHUNK,NOUN_CHUNK
283,manufacturers,joined,production,NOUN_CHUNK,NOUN_CHUNK
284,Ford,exported,"180,000",ORG,CARDINAL
285,Hyundai,cars,"153,000",ORG,CARDINAL
286,demand growth,altering,landscape,NOUN_CHUNK,NOUN_CHUNK
287,digital technologies,enabled,trade,NOUN_CHUNK,NOUN_CHUNK
288,THE ICT REVOLUTION,paved,way,EVENT,NOUN_CHUNK
289,technologies,have,varied complex effect,ORG,NOUN_CHUNK
290,chapter,examines,major,NOUN_CHUNK,NOUN_CHUNK
291,vehicles,smooth,transportation,NOUN_CHUNK,NOUN_CHUNK
292,,Altering,production processes,NOUN_CHUNK,NOUN_CHUNK
293,Advanced robotics,reduce,importance,ORG,NOUN_CHUNK
294,technology,transforming,existing products,NOUN_CHUNK,NOUN_CHUNK
295,25.New technologies,have,varying impacts,NOUN_CHUNK,NOUN_CHUNK
296,processing,reduces,time,NOUN_CHUNK,NOUN_CHUNK
297,.                                     Internet,track,shipments,ORG,NOUN_CHUNK
298,Autonomous              Autonomous vehicles,move,cargo,NOUN_CHUNK,NOUN_CHUNK
299,Australian company,utilizes,Google,NOUN_CHUNK,ORG
300,company,equips,new UK factory,NOUN_CHUNK,NOUN_CHUNK
301,Bangladesh,automates,textiles,GPE,NOUN_CHUNK
302,Artificial    Virtual                       British retailer,deploys,virtual assistants,NOUN_CHUNK,NOUN_CHUNK
303,Philippine company,employs,RPA,NOUN_CHUNK,NOUN_CHUNK
304,China,increases,electricity generation,GPE,NOUN_CHUNK
305,European consumers,buy,EVs,NOUN_CHUNK,NOUN_CHUNK
306,Networked Markets,Transforming,Economy,NOUN_CHUNK,NOUN_CHUNK
307,growth,has,implications,NOUN_CHUNK,NOUN_CHUNK
308,implementation,reduce,trade costs,NOUN_CHUNK,NOUN_CHUNK
309,The United States,announced,United States withdrawal,GPE,NOUN_CHUNK
310,Digital platforms,offer,small medium size companies exposure,NOUN_CHUNK,NOUN_CHUNK
311,Internet,improve,logistics,NOUN_CHUNK,NOUN_CHUNK
312,application,monitors,location,NOUN_CHUNK,NOUN_CHUNK
313,border compliance,compliance,265 hours,NOUN_CHUNK,TIME
314,Autonomous vehicles,have,substantial potential,NOUN_CHUNK,NOUN_CHUNK
315,possibilities,include,planes,NOUN_CHUNK,NOUN_CHUNK
316,confirmations,delivered,step,NOUN_CHUNK,NOUN_CHUNK
317,manufacturing,alter,production processes,NOUN_CHUNK,NOUN_CHUNK
318,Automation systems,make,range,NOUN_CHUNK,NOUN_CHUNK
319,benefits,have,ramifications,NOUN_CHUNK,NOUN_CHUNK
320,blockchain,revolutionize,international trade,NOUN_CHUNK,NOUN_CHUNK
321,HSBC,Don Weinland,trade finance deal,ORG,NOUN_CHUNK
322,FTE,weighted,%,NOUN_CHUNK,NOUN_CHUNK
323,manufacturing,handle,wider variety,NOUN_CHUNK,NOUN_CHUNK
324,production,end,markets,NOUN_CHUNK,NOUN_CHUNK
325,Morocco,serve,European,GPE,NORP
326,Adidas,building,automated,NOUN_CHUNK,NOUN_CHUNK
327,Automation,cause,exodus,NOUN_CHUNK,NOUN_CHUNK
328,China,pursuing,automation,GPE,NOUN_CHUNK
329,digital form,requires,large low skill workforce,NOUN_CHUNK,NOUN_CHUNK
330,Artificial intelligence,reduce,trade,NOUN_CHUNK,NOUN_CHUNK
331,support,involve,repetitive tasks,NOUN_CHUNK,NOUN_CHUNK
332,business process outsourcing services,many repetitive tasks,higher potential,NOUN_CHUNK,NOUN_CHUNK
333,AI,create,trade,NOUN_CHUNK,NOUN_CHUNK
334,Additive manufacturing,reduce,trade,NOUN_CHUNK,NOUN_CHUNK
335,Additive manufacturing,builds,physical objects,NOUN_CHUNK,NOUN_CHUNK
336,designers,create,products,NOUN_CHUNK,NOUN_CHUNK
337,Additive manufacturing,dampen,trade,NOUN_CHUNK,NOUN_CHUNK
338,consumer,replaces,global distribution,NOUN_CHUNK,NOUN_CHUNK
339,3D,printing,threat,PRODUCT,NOUN_CHUNK
340,TECHNOLOGY,CHANGING,GOODS,NOUN_CHUNK,NOUN_CHUNK
341,products,giving,rise,NOUN_CHUNK,NOUN_CHUNK
342,digital innovations,replace,trade,NOUN_CHUNK,NOUN_CHUNK
343,The ‘Chinese Netflix’ iQiyi,gearing,things,ORG,NOUN_CHUNK
344,Cloud computing,uses,similar subscription,NOUN_CHUNK,NOUN_CHUNK
345,ride sharing,offset,a third,NOUN_CHUNK,CARDINAL
346,Growth,reduce,trade,NOUN_CHUNK,NOUN_CHUNK
347,Electric vehicles,gaining,momentum,NOUN_CHUNK,NOUN_CHUNK
348,global sales,topped,one million,NOUN_CHUNK,CARDINAL
349,adoption,disrupt,automotive value chains,NOUN_CHUNK,NOUN_CHUNK
350,shift,generate,new flows,NOUN_CHUNK,NOUN_CHUNK
351,Tesla,established,Tesla,ORG,PRODUCT
352,batteries,increase,127,NOUN_CHUNK,CARDINAL
353,Cloud adoption,accelerate,Cloud adoption,NOUN_CHUNK,NOUN_CHUNK
354,generation mix,have,different look,NOUN_CHUNK,NOUN_CHUNK
355,SoftBank latest dream,stretches,6 countries,NOUN_CHUNK,NOUN_CHUNK
356,5 G,embed,internet,NOUN_CHUNK,NOUN_CHUNK
357,reliability,provide,backbone,NOUN_CHUNK,NOUN_CHUNK
358,rollout,reshape,global flows,NOUN_CHUNK,NOUN_CHUNK
359,algorithms,detect,issues,NOUN_CHUNK,NOUN_CHUNK
360,NEW TECHNOLOGIES,HAVE,MIXED IMPACT,NOUN_CHUNK,NOUN_CHUNK
361,huge market,has,great potential,NOUN_CHUNK,NOUN_CHUNK
362,Countries,have,great deal,NOUN_CHUNK,NOUN_CHUNK
363,small orders,affect,trade flows,NOUN_CHUNK,NOUN_CHUNK
364,the IoT,improve,shipment,ORG,NOUN_CHUNK
365,developing countries,use,automation,NOUN_CHUNK,NOUN_CHUNK
366,32.Automation,have,largest impact,NOUN_CHUNK,NOUN_CHUNK
367,countries,exports,automation,NOUN_CHUNK,NOUN_CHUNK
368,McKinsey Global Institute,consider,specific product categories,ORG,NOUN_CHUNK
369,EVs,reduce,1.4 trillion trade,ORG,NOUN_CHUNK
370,electricity generation,dampen,oil trade,NOUN_CHUNK,NOUN_CHUNK
371,continuing march,reshaping,individual industries,NOUN_CHUNK,NOUN_CHUNK
372,continuing march,underscores,rising importance,NOUN_CHUNK,NOUN_CHUNK
373,rising.importance,raises,stakes,NOUN_CHUNK,NOUN_CHUNK
374,supplier ecosystems,growing,imperatives,NOUN_CHUNK,NOUN_CHUNK
375,Tech companies,disrupting,value chains,NOUN_CHUNK,NOUN_CHUNK
376,moves,pose,new competitive challenge,NOUN_CHUNK,NOUN_CHUNK
377,Companies,markets,Western incumbents,NOUN_CHUNK,NOUN_CHUNK
378,backyards,have,scale,NOUN_CHUNK,NOUN_CHUNK
379,market companies,using,M&A strategies,NOUN_CHUNK,NOUN_CHUNK
380,Volvo,changing,planned exports,ORG,NOUN_CHUNK
381,experts,adjust,clothing content,NOUN_CHUNK,NOUN_CHUNK
382,companies,state,operations,NOUN_CHUNK,NOUN_CHUNK
383,Volvo,Keith Naughton,production plans,ORG,NOUN_CHUNK
384,SMEs,have,new opportunities,ORG,NOUN_CHUNK
385,giant multinational corporations,the,trade,NOUN_CHUNK,NOUN_CHUNK
386,small medium size companies,joined,commerce marketplaces,NOUN_CHUNK,NOUN_CHUNK
387,small medium size companies,gain,direct exposure,NOUN_CHUNK,NOUN_CHUNK
388,Amazon,hosts,million party,ORG,NOUN_CHUNK
389,sellers,hosts,more than ten million,NOUN_CHUNK,CARDINAL
390,Lazada,offers,marketplace,ORG,NOUN_CHUNK
391,sellers,hire,service providers,NOUN_CHUNK,NOUN_CHUNK
392,cloud,changed,economics,NOUN_CHUNK,NOUN_CHUNK
393,Zendesk,offers,package,ORG,NOUN_CHUNK
394,businesses,manage,customer service,NOUN_CHUNK,NOUN_CHUNK
395,Zendesk,serves,businesses,ORG,NOUN_CHUNK
396,Volatility,delaying,investments,NOUN_CHUNK,NOUN_CHUNK
397,Group’s Tata Steel,prioritizing,automation,ORG,NOUN_CHUNK
398,strategy,leads,companies,NOUN_CHUNK,NOUN_CHUNK
399,technology,enabling,companies,NOUN_CHUNK,NOUN_CHUNK
400,customers,allows,jeans,NOUN_CHUNK,NOUN_CHUNK
401,Coca-Cola,owns,brands,ORG,NOUN_CHUNK
402,Coca-Cola,maximizes,potential,ORG,NOUN_CHUNK
403,services,assume,greater role,NOUN_CHUNK,NOUN_CHUNK
404,companies,pursuing,global local services strategy,NOUN_CHUNK,NOUN_CHUNK
405,Starbucks,vary,Starbucks product offerings,ORG,NOUN_CHUNK
406,million properties,provides,platform,NOUN_CHUNK,NOUN_CHUNK
407,loose network,provides,actual accommodations,NOUN_CHUNK,NOUN_CHUNK
408,PayPal,facilitates,payments,NOUN_CHUNK,NOUN_CHUNK
409,business model,enables,platform companies,NOUN_CHUNK,NOUN_CHUNK
410,biggest hyperscale platforms,host,billions,NOUN_CHUNK,CARDINAL
411,Examples,include,financial services,NOUN_CHUNK,NOUN_CHUNK
412,HSBC,has,presence,ORG,NOUN_CHUNK
413,firms,maintain,offices,NOUN_CHUNK,NOUN_CHUNK
414,Global,Offers,a single                          Global                                           Airbus,NOUN_CHUNK,ORG
415,market,tastes,insights,NOUN_CHUNK,NOUN_CHUNK
416,Global,reach, Starbucks,NOUN_CHUNK,NOUN_CHUNK
417,Platform,Creates,marketplace,NOUN_CHUNK,NOUN_CHUNK
418,Resource,Produces, Access,NOUN_CHUNK,NOUN_CHUNK
419,companies,own,global operations,NOUN_CHUNK,NOUN_CHUNK
420,services,add,new sources,NOUN_CHUNK,NOUN_CHUNK
421,speed,driving,regionalization,NOUN_CHUNK,NOUN_CHUNK
422,companies,consider,risk-,NOUN_CHUNK,NOUN_CHUNK
423,manufacturers,use,platforms,NOUN_CHUNK,NOUN_CHUNK
424,Toyota,introducing,new manufacturing system,ORG,NOUN_CHUNK
425,growing number,enough,production,NOUN_CHUNK,NOUN_CHUNK
426,Massive retooling,readies,Toyota Georgetown,NOUN_CHUNK,PRODUCT
427,Speed,enables,faster responses,NOUN_CHUNK,NOUN_CHUNK
428,Companies,have,wealth,NOUN_CHUNK,NOUN_CHUNK
429,insights,requires,speed,NOUN_CHUNK,NOUN_CHUNK
430,manufacturers,finding,value,NOUN_CHUNK,NOUN_CHUNK
431,offshoring,led,companies,NOUN_CHUNK,NOUN_CHUNK
432,tier suppliers,have,little visibility,NOUN_CHUNK,NOUN_CHUNK
433,efficiencies,enable,systemic changes,NOUN_CHUNK,NOUN_CHUNK
434,smaller suppliers,transformation,help,NOUN_CHUNK,NOUN_CHUNK
435,companies,developed,sprawling global footprints,NOUN_CHUNK,NOUN_CHUNK
436,firms,sharpening,firms,NOUN_CHUNK,NOUN_CHUNK
437,Countries,alter,Countries,NOUN_CHUNK,NOUN_CHUNK
438,Countries,reap,economic gains,NOUN_CHUNK,NOUN_CHUNK
439,trade,connect,world economy,NOUN_CHUNK,NOUN_CHUNK
440,COUNTRIES,PLAY,DIFFERENT ROLES,NOUN_CHUNK,NOUN_CHUNK
441,country specialization,determines,country specialization,NOUN_CHUNK,NOUN_CHUNK
442,developing countries,specialize,natural resources,NOUN_CHUNK,NOUN_CHUNK
443,SHIFTS,FAVOR,ADVANCED ECONOMIES,NOUN_CHUNK,NOUN_CHUNK
444,group,lost,medium skill workers,NOUN_CHUNK,NOUN_CHUNK
445,Exhibit 37.Most advanced economies,lost,manufacturing jobs,NOUN_CHUNK,NOUN_CHUNK
446,Trade,affected,wages,NOUN_CHUNK,NOUN_CHUNK
447,effects,hit,low wage workers,NOUN_CHUNK,NOUN_CHUNK
448,Workers,experienced,churn,NOUN_CHUNK,NOUN_CHUNK
449,evidence,suggests,wages,NOUN_CHUNK,NOUN_CHUNK
450,rise,accompanied,ongoing,NOUN_CHUNK,NOUN_CHUNK
451,overall gains,exceed,overall gains,NOUN_CHUNK,NOUN_CHUNK
452,global innovators,benefit,rising competition,NOUN_CHUNK,NOUN_CHUNK
453,current trends,But,comparative advantages,NOUN_CHUNK,NOUN_CHUNK
454,advanced economies,run,trade surplus,NOUN_CHUNK,NOUN_CHUNK
455,IP charges,Over,two to three,NOUN_CHUNK,CARDINAL
456,Services,playing,bigger role,NOUN_CHUNK,NOUN_CHUNK
457,Trade surplus,advanced,billion,NOUN_CHUNK,NOUN_CHUNK
458, Global innovators,face,greater competition,NOUN_CHUNK,NOUN_CHUNK
459,South Korea,seen,South Korea Japan exports,GPE,NOUN_CHUNK
460,developing countries,offer,interesting template,NOUN_CHUNK,NOUN_CHUNK
461,OPEC countries,have,long term economic development,NOUN_CHUNK,NOUN_CHUNK
462,economies,dominate,ranks,NOUN_CHUNK,NOUN_CHUNK
463,policy priority,setting,rules,NOUN_CHUNK,NOUN_CHUNK
464,store,generated,data,NOUN_CHUNK,NOUN_CHUNK
465,regulations,limit,competition,NOUN_CHUNK,NOUN_CHUNK
466,services,exceeds,average tariff,NOUN_CHUNK,NOUN_CHUNK
467,life cycles,reinforce,trend,NOUN_CHUNK,NOUN_CHUNK
468,biggest policy challenge,involves,unfinished business,NOUN_CHUNK,NOUN_CHUNK
469,date,includes,transitional income support,NOUN_CHUNK,NOUN_CHUNK
470,manufacturing value,added,patent activity,NOUN_CHUNK,NOUN_CHUNK
471,DEVELOPING COUNTRIES,FACE,HEADWINDS,NOUN_CHUNK,NOUN_CHUNK
472,automation,limit,job creation,NOUN_CHUNK,NOUN_CHUNK
473,subset,has,critical advantage,NOUN_CHUNK,NOUN_CHUNK
474,United States,play,role,GPE,NOUN_CHUNK
475,multinationals,in,chains,NOUN_CHUNK,NOUN_CHUNK
476,alternatives,offer,fewer cultural language time zone difficulties,NOUN_CHUNK,NOUN_CHUNK
477,Exhibit 39.Some developing economies,increasing,Exhibit 39.Some developing economies exports,NOUN_CHUNK,NOUN_CHUNK
478,developing countries,face,a.                                  squeeze,NOUN_CHUNK,NOUN_CHUNK
479,procedures,facilitating,seamless flows,NOUN_CHUNK,NOUN_CHUNK
480,digital economy,offers,opportunities,NOUN_CHUNK,NOUN_CHUNK
481,mobile apps,give,small businesses,NOUN_CHUNK,NOUN_CHUNK
482,Amazon,announced,expansion,ORG,NOUN_CHUNK
483,Mobile banking,make,financial inclusion,NOUN_CHUNK,NOUN_CHUNK
484,digital payments,erase,huge inefficiencies,NOUN_CHUNK,NOUN_CHUNK
485,E - commerce marketplaces,give,small medium size businesses,NOUN_CHUNK,NOUN_CHUNK
486,commerce platforms,offer,additional small business services,NOUN_CHUNK,NOUN_CHUNK
487,Education,determine,country ability,NOUN_CHUNK,NOUN_CHUNK
488,period,represents,opening,NOUN_CHUNK,NOUN_CHUNK
489,Exhibit A1,lists,breakdown,NOUN_CHUNK,NOUN_CHUNK
490,sources,represent,world economy,NOUN_CHUNK,NOUN_CHUNK
491,McKinsey Global Institute,mapped,WIOD industry,ORG,NOUN_CHUNK
492,OECD ICIO tables,contain,countries,NOUN_CHUNK,NOUN_CHUNK
493,databases,have,different levels,NOUN_CHUNK,NOUN_CHUNK
494,errors,driving,results,NOUN_CHUNK,NOUN_CHUNK
495,WIOD source data,has,limitations,NOUN_CHUNK,NOUN_CHUNK
496,CROSS BORDER SERVICE,FLOWS,intangibles,NOUN_CHUNK,NOUN_CHUNK
497,Estimating,traded,share,NOUN_CHUNK,NOUN_CHUNK
498,METHODOLOGY,includes,number,NOUN_CHUNK,NOUN_CHUNK
499,future,involves,substantial uncertainty,NOUN_CHUNK,NOUN_CHUNK
500,Category,includes,sector,NOUN_CHUNK,NOUN_CHUNK
501,Category,includes,technologies,NOUN_CHUNK,NOUN_CHUNK
502,Category,reduce,transit times,NOUN_CHUNK,NOUN_CHUNK
503,of.e-commerce,translate,savings,ORG,NOUN_CHUNK
504,coverage,paper,data,NOUN_CHUNK,NOUN_CHUNK
505,digital technologies,transforming,global commerce,NOUN_CHUNK,NOUN_CHUNK
506,times,have,room                    viability,NOUN_CHUNK,NOUN_CHUNK
507,%,replaceable,Reduction,NOUN_CHUNK,NOUN_CHUNK
508,We.which,adopting,automation technologies,ORG,NOUN_CHUNK
509,EVs,estimate,trade,ORG,NOUN_CHUNK
510,McKinsey,obtained,input output table,ORG,NOUN_CHUNK
511,baseline case,assumes,change,NOUN_CHUNK,NOUN_CHUNK
512,EVs,reduce,oil trade,ORG,NOUN_CHUNK
513,Jensen,Overlooked,opportunity,PERSON,NOUN_CHUNK
514,Van Reenan,has,China.global value chains,PERSON,NOUN_CHUNK
515,illustrated user,guide.to,the World Input,NOUN_CHUNK,ORG
516,information,generate,economic          375 million workers,NOUN_CHUNK,NOUN_CHUNK
